-----
{
 "description": "The table presents estimated stock of engineering degree holders in the working age group by selected disciplines since 1994 onwards. The data are taken from the National Technical Manpower Information System (NTMIS) and AICTE, Govt. of India.", 
 "file_name": "Estimated_Stock_of_Engineering_Degree_Holders_In_The_Working_Age_Group_By_Selected_Disciplines.xls", 
 "title": "Estimated Stock of Engineering Degree Holders In The Working Age Group By Selected Disciplines ", 
 "url": "http://data.gov.in/sites/default/files/Estimated_Stock_of_Engineering_Degree_Holders_In_The_Working_Age_Group_By_Selected_Disciplines.xls"
}
-----
"S No.","Discipline",1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0
"1.","Civil",146790.0,153690.0,160470.0,166750.0,172830.0,178860.0,184860.0,190760.0,196560.0,200544.0
"2.","Mechanical",162870.0,172860.0,184810.0,194810.0,204620.0,214430.0,224210.0,233820.0,243280.0,256518.0
"3.","Electrical",102920.0,108050.0,113890.0,119720.0,125640.0,131970.0,138250.0,144430.0,150500.0,156000.0
"4.","Chemical",31960.0,33520.0,35490.0,37590.0,39670.0,41760.0,43830.0,45850.0,47850.0,50951.0
"5.","Electronics & Telecom",72120.0,82410.0,93740.0,104850.0,115580.0,132020.0,148320.0,164340.0,180090.0,190284.0
"6.","Metallurgy",14380.0,14790.0,15301.0,15990.0,16690.0,17370.0,18050.0,18710.0,19370.0,19875.0
"7.","Mining",5760.0,6170.0,6590.0,6990.0,7380.0,7800.0,8210.0,8610.0,9010.0,9357.0
"8.","Automobile",2060.0,2360.0,2720.0,2960.0,3250.0,3490.0,3720.0,3950.0,4180.0,4390.0
"9.","Aeronautical",1760.0,1830.0,1900.0,1980.0,2070.0,2150.0,2220.0,2300.0,2370.0,2459.0
"10.","Agriculture",3650.0,3880.0,4120.0,4300.0,4490.0,4680.0,4860.0,5040.0,5220.0,5550.0
"11","Production",9240.0,11030.0,12970.0,14840.0,16680.0,18600.0,20500.0,22360.0,24190.0,26152.0
"12.","Sugar",1340.0,1430.0,1540.0,1610.0,1640.0,1670.0,1700.0,1730.0,1750.0,1773.0
"13.","Oil",730.0,770.0,810.0,880.0,940.0,1000.0,1060.0,1120.0,1180.0,1213.0
"14.","Textile",9180.0,9680.0,10280.0,10770.0,11300.0,11900.0,12490.0,13080.0,13650.0,14226.0
"15.","Architecture",12320.0,13330.0,14450.0,15740.0,16910.0,18150.0,19390.0,20600.0,21800.0,23073.0
"16.","Food",1020.0,1090.0,1150.0,1230.0,1300.0,1390.0,1480.0,1570.0,1650.0,1766.0
"17.","Instrumentation",5920.0,7540.0,9470.0,11360.0,13340.0,15190.0,17040.0,18850.0,20640.0,22259.0
"18.","Ceramic",980.0,980.0,1040.0,1100.0,1140.0,1200.0,1260.0,1320.0,1370.0,1656.0
"19.","Leather",730.0,760.0,810.0,850.0,880.0,930.0,970.0,1020.0,1060.0,1161.0
"20.","Others",59020.0,71800.0,84420.0,96810.0,109370.0,122350.0,136210.0,149830.0,163230.0,193979.0
"Total","Total",644750.0,697970.0,755971.0,811130.0,865720.0,926910.0,988630.0,1049290.0,1108950.0,1183186.0
