-----
{
 "description": "This data provides state-wise details on total number of registered motor vehicles in India from 2001 to 2011.", 
 "file_name": "STATE_WISE_TOTAL_REGISTERED_MOTOR_VEHICLES_IN_INDIA_1.xls", 
 "title": "State-wise Total Registered Motor Vehicles In India From 2001 To 2011 ", 
 "url": "http://data.gov.in/sites/default/files/STATE_WISE_TOTAL_REGISTERED_MOTOR_VEHICLES_IN_INDIA_1.xls"
}
-----
"State/Union Territory",2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0
"Andhra Pradesh",3966.0,4389.0,5002.0,5720.0,6458.0,7218.0,6367.0,7208.0,8059.0,8923.0,10189.0
"Arunachal Pradesh",21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,145.0
"Assam ",542.0,596.0,657.0,727.0,815.0,914.0,1021.0,1116.0,1235.0,1384.0,1582.0
"Bihar ",949.0,1024.0,1121.0,751.0,1352.0,1432.0,1577.0,1739.0,1960.0,2357.0,2673.0
"Chhatisgarh",857.0,948.0,1076.0,1216.0,1375.0,1541.0,1734.0,1935.0,2115.0,2436.0,2766.0
"Goa",341.0,366.0,397.0,436.0,482.0,529.0,579.0,624.0,674.0,727.0,790.0
"Gujarat",5576.0,6008.0,6508.0,7087.0,7817.0,8622.0,9497.0,10289.0,10999.0,11873.0,12993.0
"Haryana ",1949.0,2122.0,2279.0,2548.0,2854.0,3087.0,3528.0,3973.0,4425.0,4792.0,5377.0
"Himachal Pradesh",217.0,244.0,269.0,289.0,301.0,334.0,342.0,371.0,494.0,538.0,622.0
"Jammu & Kashmir",330.0,364.0,399.0,439.0,478.0,524.0,570.0,620.0,668.0,739.0,927.0
"Jharkhand",909.0,984.0,1101.0,1217.0,1357.0,1505.0,1686.0,1850.0,2038.0,2767.0,3113.0
"Karnataka",3537.0,3636.0,3738.0,3977.0,5436.0,6220.0,5486.0,6217.0,6953.0,9044.0,9930.0
"Kerala",2112.0,2315.0,2552.0,2792.0,3122.0,3559.0,3957.0,4430.0,4860.0,5398.0,6072.0
"Madhya Pradesh",3095.0,3173.0,3459.0,3804.0,4188.0,4609.0,5047.0,5523.0,6011.0,6591.0,7356.0
"Maharashtra",6760.0,7414.0,8134.0,8969.0,9936.0,10966.0,12171.0,13335.0,14451.0,15768.0,17434.0
"Manipur  ",77.0,90.0,97.0,106.0,114.0,124.0,133.0,147.0,147.0,194.0,207.0
"Meghalaya",62.0,67.0,73.0,73.0,92.0,104.0,117.0,128.0,142.0,158.0,176.0
"Mizoram",31.0,34.0,37.0,42.0,47.0,52.0,61.0,66.0,70.0,80.0,93.0
"Nagaland",160.0,177.0,162.0,172.0,172.0,184.0,210.0,226.0,240.0,254.0,273.0
"Orissa",1096.0,1215.0,1359.0,1525.0,1715.0,1932.0,2148.0,2370.0,2607.0,2932.0,3338.0
"Punjab",2910.0,3103.0,3308.0,3529.0,3876.0,4035.0,4294.0,4573.0,4832.0,5274.0,5274.0
"Rajasthan",2943.0,3197.0,3487.0,3834.0,4261.0,4754.0,5336.0,5902.0,6490.0,7166.0,7986.0
"Sikkim",12.0,13.0,15.0,17.0,20.0,22.0,25.0,26.0,29.0,34.0,39.0
"Tamil Nadu ",5162.0,5658.0,8005.0,8575.0,9257.0,10054.0,10981.0,11930.0,12891.0,14062.0,15638.0
"Tripura",50.0,57.0,66.0,76.0,73.0,106.0,120.0,131.0,144.0,160.0,188.0
"Uttarakhand",364.0,406.0,457.0,516.0,573.0,643.0,643.0,731.0,787.0,831.0,997.0
"Uttar Pradesh",4921.0,5171.0,5928.0,6460.0,7344.0,7989.0,9086.0,9826.0,10779.0,11988.0,13287.0
"West Bengal",1690.0,1690.0,2366.0,2548.0,2681.0,2827.0,3198.0,2762.0,3044.0,2747.0,3261.0
"TOTAL STATES",50639.0,54482.0,62073.0,67466.0,76218.0,83953.0,89936.0,98072.0,107163.0,119240.0,132725.0
"A. & N. Islands",25.0,28.0,28.0,28.0,37.0,41.0,48.0,53.0,60.0,62.0,69.0
"Chandigarh",386.0,386.0,562.0,586.0,617.0,647.0,678.0,712.0,747.0,949.0,1008.0
"D. & N. Haveli ",13.0,13.0,31.0,35.0,40.0,45.0,51.0,58.0,63.0,69.0,76.0
"Daman & Diu",37.0,41.0,44.0,48.0,51.0,55.0,62.0,68.0,70.0,72.0,78.0
"Delhi",3635.0,3699.0,3971.0,4237.0,4187.0,4487.0,5492.0,5899.0,6302.0,6747.0,7228.0
"Lakshadweep",4.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,9.0
"Puducherry",252.0,270.0,293.0,313.0,347.0,384.0,432.0,484.0,538.0,599.0,673.0
"TOTAL UTs",4352.0,4442.0,4934.0,5252.0,5283.0,5665.0,6771.0,7281.0,7788.0,8506.0,9140.0
"GRAND TOTAL",54991.0,58924.0,67007.0,72718.0,81502.0,89618.0,96707.0,105353.0,114951.0,127746.0,141866.0
